,id,gender,has_car_and_property,income_type,education_type,family_status,housing_type,occupation_type,amount_income_total
28671,6659178,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,67500.0
28716,6621124,Female,True,State servant,Higher education,Married,House / apartment,Core staff,225000.0
28860,6395802,Male,True,Working,Higher education,Separated,With parents,High skill tech staff,189000.0
28874,5738752,Male,True,Working,Higher education,Married,House / apartment,Core staff,135000.0
29165,5599153,Male,True,State servant,Incomplete higher,Married,Rented apartment,High skill tech staff,243000.0
29179,6528486,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
29216,6575106,Male,True,Working,Incomplete higher,Married,House / apartment,Security staff,225000.0
29536,5010365,Female,True,Working,Higher education,Separated,House / apartment,Medicine staff,157500.0
29547,6264738,Female,True,Commercial associate,Secondary / secondary special,Married,With parents,Core staff,202500.0
29576,5760607,Female,True,Working,Higher education,Married,House / apartment,Sales staff,630000.0
29747,5029464,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,112500.0
29924,5089943,Female,True,State servant,Higher education,Married,House / apartment,Core staff,360000.0
30148,5823289,Female,True,Working,Secondary / secondary special,Married,House / apartment,Private service staff,135000.0
30259,5405498,Female,True,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,225000.0
30263,5932002,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
30347,6471945,Male,True,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,157500.0
30356,6724215,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,202500.0
30430,5872563,Female,True,State servant,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,148500.0
30496,7429737,Female,True,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,292500.0
30576,6223583,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,135000.0
30816,6465230,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,337500.0
30984,6801146,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,135000.0
31100,6054343,Female,True,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,High skill tech staff,135000.0
31147,6162749,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,112500.0
31298,5795784,Female,True,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,360000.0
31314,6367446,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,337500.0
31335,5891304,Female,True,Commercial associate,Higher education,Separated,House / apartment,Cleaning staff,315000.0
31392,5236527,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
31425,6277066,Female,True,Working,Higher education,Married,House / apartment,Core staff,292500.0
31492,6575994,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,94500.0
31525,5877013,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
31650,5416538,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Private service staff,225000.0
31826,5022334,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,256500.0
31870,5343422,Female,True,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,121500.0
31943,5091161,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,256500.0
32101,5028564,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
32173,5892096,Male,True,Working,Higher education,Married,House / apartment,Sales staff,135000.0
32224,6233554,Female,True,State servant,Higher education,Married,House / apartment,Core staff,90000.0
32386,5095387,Male,True,Working,Secondary / secondary special,Married,Municipal apartment,Core staff,270000.0
32591,6780111,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,157500.0
32702,6498341,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,225000.0
32736,5702119,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,450000.0
33012,6203142,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,292500.0
33025,5807568,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,202500.0
33322,5785225,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,202500.0
33368,6398259,Female,True,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,135000.0
33430,5580958,Male,True,Working,Higher education,Single / not married,House / apartment,IT staff,166500.0
33456,6235217,Female,True,State servant,Higher education,Separated,House / apartment,Core staff,900000.0
33618,5132674,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
33639,6772900,Female,True,State servant,Secondary / secondary special,Civil marriage,Office apartment,Medicine staff,202500.0
34029,6658880,Female,True,Working,Incomplete higher,Civil marriage,House / apartment,Sales staff,135000.0
34033,5132673,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
34144,5980871,Female,True,Working,Incomplete higher,Married,House / apartment,Core staff,171000.0
34398,6540389,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,400500.0
34483,6088955,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,135000.0
34487,5892014,Female,True,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,135000.0
34745,7169172,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,67500.0
34854,7010570,Female,True,Working,Higher education,Married,House / apartment,Sales staff,121500.0
35006,6543434,Male,True,Working,Higher education,Married,House / apartment,Sales staff,292500.0
35121,5132620,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,292500.0
35295,5068170,Male,True,Working,Higher education,Married,House / apartment,IT staff,310500.0
35444,5919433,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,76500.0
35505,5062540,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Medicine staff,135000.0
35660,5738632,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,211500.0
35765,6778693,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,382500.0
35881,5879164,Female,True,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,166500.0
36009,5892038,Male,True,Working,Higher education,Single / not married,Co-op apartment,High skill tech staff,202500.0
36054,6728554,Female,True,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,157500.0
36365,6248387,Female,True,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
36456,5343427,Female,True,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,121500.0
36556,6409611,Female,True,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,180000.0
36908,5883716,Female,True,Working,Higher education,Single / not married,House / apartment,Sales staff,180000.0
36973,5929314,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,112500.0
37040,5178386,Female,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,202500.0
37183,6498543,Female,True,State servant,Higher education,Separated,House / apartment,Core staff,247500.0
37234,6068621,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,157500.0
37334,6099167,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,90000.0
37643,5853853,Male,True,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,256500.0
37722,5708554,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,211500.0
37960,6780639,Female,True,Working,Higher education,Married,House / apartment,Core staff,180000.0
38087,6801136,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,135000.0
38245,5853841,Male,True,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,256500.0
38548,6611682,Male,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
38569,6186463,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,182250.0
38692,5196649,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
38795,6115720,Male,True,Working,Incomplete higher,Single / not married,House / apartment,Sales staff,225000.0
38865,6772903,Female,True,State servant,Secondary / secondary special,Civil marriage,Office apartment,Medicine staff,202500.0
38895,5943132,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,112500.0
38940,6428793,Male,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,315000.0
39003,5822760,Female,True,Working,Higher education,Married,House / apartment,Core staff,135000.0
39014,6296546,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,405000.0
39168,5625854,Male,True,Commercial associate,Higher education,Separated,House / apartment,Core staff,243000.0
39177,6759474,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
39212,5022417,Female,True,Working,Higher education,Married,With parents,High skill tech staff,157500.0
39472,6297042,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
39501,5791855,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,315000.0
39632,6317850,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,243000.0
39643,5949187,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,Security staff,180000.0
39769,5943134,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,112500.0
39815,5090849,Female,True,Working,Higher education,Married,House / apartment,Core staff,270000.0
39832,6135034,Female,True,Working,Higher education,Married,House / apartment,Core staff,112500.0
39914,6591946,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
39986,6099515,Female,True,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,112500.0
40069,5928869,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
40354,5808176,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,108000.0
40377,6247289,Male,True,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,225000.0
40912,6544792,Female,True,Commercial associate,Higher education,Separated,House / apartment,Cleaning staff,315000.0
41019,5169180,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,67500.0
41057,7010370,Female,True,Working,Higher education,Separated,House / apartment,Medicine staff,157500.0
41067,5797380,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,315000.0
41122,6448965,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,180000.0
41183,5796826,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
41204,5625417,Female,True,State servant,Higher education,Married,House / apartment,Core staff,121500.0
41243,6498287,Female,True,State servant,Higher education,Single / not married,House / apartment,Core staff,247500.0
41356,6317855,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,243000.0
41359,5317988,Female,True,Working,Higher education,Married,With parents,Core staff,135000.0
41361,6507958,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
41393,5113171,Female,True,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,67500.0
41475,5988500,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,157500.0
41500,5548405,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,180000.0
41502,5971245,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Private service staff,270000.0
41704,5344070,Female,True,State servant,Higher education,Single / not married,House / apartment,High skill tech staff,135000.0
41890,6424929,Female,True,Working,Incomplete higher,Married,House / apartment,Core staff,162000.0
41949,5680132,Female,True,Working,Higher education,Married,With parents,Core staff,112500.0
41959,5315083,Male,True,Working,Secondary / secondary special,Married,House / apartment,IT staff,180000.0
41966,5726402,Male,True,Commercial associate,Higher education,Married,House / apartment,Security staff,432000.0
42364,6686009,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,202500.0
42412,5416195,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,382500.0
42594,5237590,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,315000.0
42798,5797387,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,315000.0
42991,6107139,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
43145,6540386,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,400500.0
43383,5069234,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
43426,6108687,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,450000.0
43529,6052435,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,112500.0
43637,5679841,Female,True,Working,Higher education,Married,House / apartment,HR staff,175500.0
44002,5759662,Female,True,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,225000.0
44003,5169463,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,225000.0
44028,6277323,Female,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
44032,5726400,Male,True,Commercial associate,Higher education,Married,House / apartment,Security staff,432000.0
44099,5343428,Female,True,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,121500.0
44110,5062685,Male,True,State servant,Secondary / secondary special,Married,Municipal apartment,High skill tech staff,247500.0
44143,6008748,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,405000.0
44179,6605125,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,292500.0
44277,5836693,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,261000.0
44324,5995582,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,112500.0
44344,5343407,Female,True,Working,Higher education,Married,House / apartment,Core staff,202500.0
44430,6248503,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,247500.0
44623,5901078,Male,True,Working,Higher education,Married,House / apartment,Sales staff,180000.0
44875,6259066,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,94500.0
44923,6153999,Male,True,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Core staff,270000.0
44946,6837522,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,450000.0
44986,5029353,Female,True,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,270000.0
44989,5939552,Male,True,State servant,Higher education,Single / not married,House / apartment,High skill tech staff,292500.0
44999,5770867,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,337500.0
45045,5028567,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
45059,5873111,Female,True,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff,202500.0
45101,6780646,Female,True,Working,Higher education,Married,House / apartment,Core staff,180000.0
45111,6737170,Female,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,315000.0
45122,6575998,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,94500.0
45198,6223668,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,562500.0
45207,6046376,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,225000.0
45240,6722546,Male,True,Working,Incomplete higher,Married,House / apartment,High skill tech staff,247500.0
45283,5580282,Female,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,157500.0
45327,6272054,Male,True,State servant,Higher education,Married,House / apartment,Core staff,292500.0
45538,5702064,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,211500.0
45542,5952001,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,202500.0
45699,6638164,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
45718,6248386,Female,True,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
45863,6398258,Female,True,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,135000.0
45916,6107138,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
45961,6519191,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
46066,6604681,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
46180,6292392,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,153000.0
46186,6046993,Female,True,Working,Higher education,Married,House / apartment,Medicine staff,144000.0
46206,5788758,Female,True,Commercial associate,Higher education,Married,With parents,Sales staff,270000.0
46245,6424227,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
46251,6612300,Male,True,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,135000.0
46323,5868052,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,585000.0
46335,6277508,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
46429,6737727,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,153000.0
46671,5996538,Female,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Private service staff,315000.0
46688,6415314,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,193500.0
46772,6591943,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
47003,6048433,Male,True,State servant,Secondary / secondary special,Married,With parents,Security staff,157500.0
47105,5932074,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,117000.0
47439,6107577,Female,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,225000.0
47695,5738589,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
48059,5499768,Female,True,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,225000.0
48069,5706641,Female,True,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,216000.0
48107,6311287,Female,True,State servant,Higher education,Married,House / apartment,Core staff,202500.0
48181,6248432,Female,True,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,157500.0
48284,6737797,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,135000.0
48869,6842762,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,135000.0
48994,6544791,Female,True,Commercial associate,Higher education,Separated,House / apartment,Cleaning staff,315000.0
49002,6108690,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,450000.0
49015,6209589,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
49227,6154595,Female,True,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,270000.0
49398,5975662,Female,True,Commercial associate,Incomplete higher,Married,House / apartment,Private service staff,112500.0
49459,6163130,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
49461,6249089,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
49464,5760923,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,202500.0
49469,6730615,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,360000.0
49621,5010368,Female,True,Working,Higher education,Separated,House / apartment,Medicine staff,157500.0
49827,6741692,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
49868,6239903,Male,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,337500.0
49912,5884017,Female,True,State servant,Higher education,Married,House / apartment,IT staff,143100.0
49930,6591142,Female,True,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,135000.0
49966,5823880,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,225000.0
49976,5882957,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
50043,5384707,Female,True,State servant,Higher education,Married,House / apartment,Core staff,202500.0
50071,7259069,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,94500.0
50234,5996637,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,292500.0
50265,5046308,Female,True,Working,Higher education,Married,House / apartment,Sales staff,135000.0
50376,6396463,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,270000.0
50420,5820484,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
50582,6736963,Male,True,Working,Higher education,Single / not married,Rented apartment,High skill tech staff,225000.0
50673,6782850,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,225000.0
50733,7741691,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
50745,6464405,Female,True,Working,Higher education,Single / not married,House / apartment,HR staff,270000.0
50812,5829917,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,256500.0
50923,6837214,Male,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Security staff,157500.0
50995,6842586,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,202500.0
51010,5061389,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,225000.0
51031,5727323,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,135000.0
51033,6772898,Female,True,State servant,Secondary / secondary special,Civil marriage,Office apartment,Medicine staff,202500.0
51213,5702072,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,211500.0
51307,6078242,Female,True,Commercial associate,Incomplete higher,Separated,House / apartment,Sales staff,225000.0
51338,6146944,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,270000.0
51643,6100548,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,Security staff,360000.0
51653,6540387,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,400500.0
52033,5788888,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,337500.0
52037,5797204,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,157500.0
52255,5820963,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,90000.0
52368,5011002,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
52378,5971422,Female,True,State servant,Higher education,Separated,House / apartment,Core staff,243000.0
52410,5841113,Male,True,Working,Incomplete higher,Civil marriage,House / apartment,Sales staff,292500.0
52421,6604643,Male,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,1350000.0
52512,5785222,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,202500.0
52538,6428706,Female,True,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,270000.0
52545,6659184,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,67500.0
52559,5021814,Female,True,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,67500.0
52863,6728551,Female,True,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,157500.0
53129,5807565,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,202500.0
53268,5224247,Male,True,Commercial associate,Higher education,Civil marriage,With parents,Core staff,180000.0
53465,6801279,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,450000.0
53642,6391078,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,247500.0
53672,6423944,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,837000.0
53887,6722826,Female,True,Working,Higher education,Married,House / apartment,Core staff,328500.0
53891,6106727,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
54150,6486138,Male,True,Working,Higher education,Single / not married,House / apartment,Medicine staff,270000.0
54200,5889377,Male,True,Working,Incomplete higher,Civil marriage,House / apartment,Sales staff,225000.0
54628,6053522,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,157500.0
54698,5061705,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,135000.0
54756,5906006,Female,True,Working,Secondary / secondary special,Civil marriage,Co-op apartment,Sales staff,112500.0
54820,5029467,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,112500.0
55117,5952005,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,202500.0
55137,5971759,Female,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,360000.0
55163,5929311,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,112500.0
55177,6242312,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,540000.0
55229,6317852,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,243000.0
55279,5112615,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,180000.0
55502,6398261,Female,True,Working,Secondary / secondary special,Married,Municipal apartment,Sales staff,135000.0
55681,5691751,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,130050.0
55897,6736710,Female,True,Commercial associate,Secondary / secondary special,Single / not married,With parents,Cooking staff,180000.0
55915,6064774,Female,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
55930,6363326,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
55938,5343936,Female,True,Working,Higher education,Civil marriage,House / apartment,Sales staff,135000.0
56086,5927605,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,382500.0
56182,5884009,Female,True,State servant,Higher education,Married,House / apartment,IT staff,143100.0
56216,6154001,Male,True,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Core staff,270000.0
56464,5743552,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,112500.0
56486,6132457,Female,True,State servant,Higher education,Married,Rented apartment,Core staff,315000.0
56512,6742383,Female,True,Working,Incomplete higher,Single / not married,House / apartment,Core staff,225000.0
56669,7742902,Male,True,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,180000.0
56858,6586612,Female,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
56918,6722547,Male,True,Working,Incomplete higher,Married,House / apartment,High skill tech staff,247500.0
57015,5822761,Female,True,Working,Higher education,Married,House / apartment,Core staff,135000.0
57119,5951614,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
57396,5906005,Female,True,Working,Secondary / secondary special,Civil marriage,Co-op apartment,Sales staff,112500.0
57402,7090632,Female,True,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,292500.0
57427,5833710,Female,True,Working,Higher education,Married,House / apartment,Core staff,360000.0
57542,5857408,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,135000.0
57623,5919432,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,76500.0
57683,5580167,Female,True,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,135000.0
57702,5761010,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,324000.0
57789,5416543,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Private service staff,225000.0
57858,6132914,Male,True,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,292500.0
57924,6263700,Female,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,450000.0
57954,5416261,Female,True,State servant,Higher education,Civil marriage,House / apartment,Medicine staff,130500.0
58004,5155918,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,144000.0
58127,6232960,Female,True,Working,Secondary / secondary special,Married,With parents,Security staff,90000.0
58257,5548998,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
58276,5760916,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,202500.0
58368,6232959,Female,True,Working,Secondary / secondary special,Married,With parents,Security staff,90000.0
58602,6153916,Male,True,State servant,Higher education,Married,Rented apartment,Core staff,270000.0
58634,5760920,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,202500.0
58980,6396462,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,270000.0
59077,5833715,Female,True,Working,Higher education,Married,House / apartment,Core staff,360000.0
59337,5905294,Male,True,Working,Incomplete higher,Married,House / apartment,High skill tech staff,225000.0
59458,5892582,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,189000.0
59570,6801456,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
59572,6065153,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,157500.0
59612,6590474,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,144000.0
59660,6050932,Female,True,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,135000.0
59734,5841132,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
59763,6604646,Male,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,1350000.0
59777,5883909,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,216000.0
